prefab,game_object,psys_id,duration,looping,emit_rate,lifetime,speed,size,gravity,shape,shape_type,shape_radius,shape_angle,color_over_lifetime,size_over_lifetime,velocity_over_lifetime,rotation_over_lifetime,texture_sheet,materials,textures,voxen_texture_indices,renderer_mode,renderer_length_scale,trail_lifetime,trail_width,features,unsupported
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst (1),6091164760806561521,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.91764706,0.69803923,1);a0:1;c1:(0.39215687,0.39215687,0.38431373,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst1,Sec2MuzzleBurst1.png,792,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst (3),5535931477395062012,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.91764706,0.69803923,1);a0:1;c1:(0.39215687,0.39215687,0.38431373,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst1,Sec2MuzzleBurst1.png,792,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,centerFlash (2),3851337141157616,1,0,0,0.3,3,0.02,0,sphere,1,0.2,25,off,off,off,off,off,ef_onepixel,onepixel.png,579,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/npc_sec2_bot.prefab,deathSubBurst (2),7515043931403778278,1,0,0,0.4,3,0.02,0,sphere,1,0.2,25,off,off,off,off,off,ef_onepixel,onepixel.png,579,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst3,4517721685138285111,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.91764706,0.69803923,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst3,Sec2MuzzleBurst3.png,794,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst4,1102663901165202333,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.77254903,0.5294118,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst4,Sec2MuzzleBurst4.png,795,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,centerFlash (1),4635849031898506996,1,0,0,0.3,0,0.75,0,point,0,1,25,"c0.3147:(1,0.7879717,0.5613208,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",off,off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst2,3881759999248531921,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.77254903,0.5294118,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst2,Sec2MuzzleBurst2.png,793,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst (5),6379049142282973811,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.91764706,0.69803923,1);a0:1;c1:(0.39215687,0.39215687,0.38431373,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst1,Sec2MuzzleBurst1.png,792,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,centerFlash (1),5412543774591484662,1,0,0,0.3,0,1,0,point,0,1,25,"c0.3147:(1,0.7879717,0.5613208,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",off,off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst2,734086791877887428,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.77254903,0.5294118,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst2,Sec2MuzzleBurst2.png,793,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,centerFlash (1),4375376898817252694,1,0,0,0.3,0,1,0,point,0,1,25,"c0.3147:(1,0.7879717,0.5613208,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",off,off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst4,4478752262978928564,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.77254903,0.5294118,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst4,Sec2MuzzleBurst4.png,795,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst4,3935500407723233985,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.77254903,0.5294118,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst4,Sec2MuzzleBurst4.png,795,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst (2),6220942338586932379,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.91764706,0.69803923,1);a0:1;c1:(0.39215687,0.39215687,0.38431373,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst1,Sec2MuzzleBurst1.png,792,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst (6),7906778415838736888,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.91764706,0.69803923,1);a0:1;c1:(0.39215687,0.39215687,0.38431373,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst1,Sec2MuzzleBurst1.png,792,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst4,9175665001492976481,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.77254903,0.5294118,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst4,Sec2MuzzleBurst4.png,795,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst (4),5456197836173525085,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.91764706,0.69803923,1);a0:1;c1:(0.39215687,0.39215687,0.38431373,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst1,Sec2MuzzleBurst1.png,792,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst2,952620962370417842,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.77254903,0.5294118,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst2,Sec2MuzzleBurst2.png,793,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst4,4343449145263853237,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.77254903,0.5294118,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst4,Sec2MuzzleBurst4.png,795,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst3,5267596650641584733,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.91764706,0.69803923,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst3,Sec2MuzzleBurst3.png,794,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,centerFlash (2),663936416827382467,1,0,0,0.3,3,0.02,0,sphere,1,0.2,25,off,off,off,off,off,ef_onepixel,onepixel.png,579,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst3,4680389051324235831,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.91764706,0.69803923,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst3,Sec2MuzzleBurst3.png,794,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst3,7233950375373574882,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.91764706,0.69803923,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst3,Sec2MuzzleBurst3.png,794,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst2,3619580075578509166,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.77254903,0.5294118,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst2,Sec2MuzzleBurst2.png,793,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,centerFlash,8497631244491774596,1,0,0,0.3,0,2,0,point,0,1,25,"c0.3147:(1,0.7879717,0.5613208,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.59612;0.25484:1;1:0],off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst3,5439878368382503581,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.91764706,0.69803923,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst3,Sec2MuzzleBurst3.png,794,0,2,off,off,,
Assets/Resources/Prefabs/npc_servbot.prefab,deathBurst,4519521979734676936,1.5,0,0,0.8,5..8,0.1..0.15,2,cone,2,0.3,30,off,off,off,off,off,ef_gunhit,gunhit.png,387,0,2,off,off,shape:cone,shape distribution/rotation
Assets/Resources/Prefabs/npc_virus_mutant.prefab,ef_particle_bloodspurtsmallyellow,8393422746423834908,1,0,0,0.6..0.6,2..4,0.3,0.8,cone,2,0.01,30,"c0:(0.5296333,0.53676474,0.019733952,1);a0:1;c1:(0.32834384,0.3455882,0.03303414,0.8156863);a0.65:0.8156863;a1:0",off,off,off,off,ef_particlesteam|ef_particlespray,ParticleCloudWhite.png|ParticleCloudWhite.png,583|583,0,2,0.6..0.6,1,"shape:cone,trail",shape distribution/rotation; separate color/alpha key timing
Assets/Resources/Prefabs/npc_virus_mutant.prefab,ef_particle_bloodspurttiny,8087465183864067055,1,0,0,0.6..0.6,2.5..5,0.2,0.8,cone,2,0.01,30,"c0:(0.53676474,0.30855805,0.019733952,1);a0:1;c1:(0.3455882,0.29816622,0.03303414,1);a0.86471:1;a1:0",off,off,off,off,ef_particlesteam|ef_particlespray,ParticleCloudWhite.png|ParticleCloudWhite.png,583|583,0,2,0.6..0.6,1,"shape:cone,trail",shape distribution/rotation; separate color/alpha key timing
Assets/Resources/Prefabs/proj_enemshot2.prefab,proj_enemshot2,5264144127124768459,15,1,0,15,0,0.6,0,point,0,1,25,off,off,off,off,off,ef_enemshot2,EnemShot2.png,252,0,2,off,off,,
Assets/Resources/Prefabs/proj_enemshot2.prefab,Dripping,7354209944011613462,15,1,3,3,0,0.15,0.8,sphere,1,0.15,25,"c0:(0.69803923,0,0.02745098,1);a0:1;c1:(0.654902,0,0.015686275,1);a1:1",off,off,off,off,ef_enemshot2bits,BurstTiny.png,69,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/proj_enemshot4.prefab,proj_enemshot4,8380083476850500449,15,0,0,15,0,0.8,0,point,0,1,25,off,off,off,off,tiles=2x2 frame=curve[0:0;1:0.9999],ef_enemshot4_sheet,sheet_enemshot4.png,805,0,2,off,off,flipbook:2x2,
Assets/Resources/Prefabs/proj_enemshot4.prefab,particle_spits,5297917633148257295,15,0,30,1,0.5..1,0.015,0,sphere,1,0.02,25,off,off,off,off,off,ef_onepixelwhite,white.png,881,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/proj_enemshot5.prefab,proj_enemshot5,8716158890619186887,15,1,0,15,0,0.6,0,point,0,1,25,off,off,off,off,off,ef_enemshot5,546_0164.png,2043,0,2,off,off,,
Assets/Resources/Prefabs/proj_enemshot6.prefab,proj_enemshot6,7589772033219404737,15,1,0,15,0,0.6,0,point,0,1,25,off,off,off,off,off,ef_enemshot6,546_0167.png,2044,0,2,off,off,,
Assets/Resources/Prefabs/proj_magpulse_shot.prefab,proj_magpulse_shot,3584270327507152848,15,0,10,15,0,1,0,point,0,1,25,off,off,off,off,off,ef_magpulse_bullet,magshot01.png,?,0,2,off,off,,
Assets/Resources/Prefabs/proj_magpulse_shot.prefab,sparks_spits,8798799646645515131,0.5,1,10,1,5,0.08,1,sphere,1,0.25,25,off,curve[0:0.8;1:0.18802],off,off,off,ef_magpulse_sparks,magshot02.png,429,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/proj_magpulsenpc_shot.prefab,sparks_spits,8137618463798832630,0.5,1,10,1,5,0.08,1,sphere,1,0.25,25,off,curve[0:0.8;1:0.18802],off,off,off,ef_magpulse_sparks,magshot02.png,429,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/proj_magpulsenpc_shot.prefab,proj_magpulsenpc_shot,4198506626807525123,15,0,10,15,0,1,0,point,0,1,25,off,off,off,off,off,ef_magpulse_bullet,magshot01.png,?,0,2,off,off,,
Assets/Resources/Prefabs/proj_plasmarifle_shot.prefab,proj_plasmarifle_shot,3375272468709215336,15,0,10,15,0,1,0,point,0,1,25,off,off,off,off,tiles=2x2 frame=curve[0:0;1:0.9999],ef_plasmarifleshot,sheet_plasmashot.png,809,0,2,off,off,flipbook:2x2,
Assets/Resources/Prefabs/proj_rail_shot.prefab,railshot_smoke,2938463503756543088,15,0,80,0.5..0.5,1..1,0.1..0.2,0,sphere,1,0.1,25,"c0.01471:(0.83823526,0.83823526,0.83823526,1);a0:1;c1:(0.53676474,0.53676474,0.53676474,0);a0.52059:0",curve[0:0.55071;1:4],off,0..0,off,ef_particlesmokemobile,ParticleCloudWhite.png,583,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/proj_rail_shot.prefab,proj_rail_shot,4461634977540492601,15,0,10,15,0,0.3,0,point,0,1,25,off,off,off,off,off,ef_railshot,railshot.png,663,0,2,off,off,,
Assets/Resources/Prefabs/proj_railnpc_shot.prefab,railshot_smoke,984484026347810829,15,0,80,0.5..0.5,1..1,0.1..0.2,0,sphere,1,0.1,25,"c0.01471:(0.83823526,0.83823526,0.83823526,1);a0:1;c1:(0.53676474,0.53676474,0.53676474,0);a0.52059:0",curve[0:0.55071;1:4],off,0..0,off,ef_particlesmokemobile,ParticleCloudWhite.png,583,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/proj_railnpc_shot.prefab,proj_railnpc_shot,9076933243682276372,15,0,10,15,0,0.3,0,point,0,1,25,off,off,off,off,off,ef_railshot,railshot.png,663,0,2,off,off,,
Assets/Resources/Prefabs/proj_stungun_shot.prefab,proj_stungun_shot,359485939217679703,15,0,10,15,0,1,0,point,0,1,25,off,off,off,off,off,ef_stungunwave,Sparqwave.png,820,0,2,off,off,,
Assets/Resources/Prefabs/proj_stungun_shot.prefab,stungun_halo,2803204914070335520,15,0,10,15,0,1.25,0,point,0,1,25,off,off,off,0,off,ef_stungunshot,stunshot.png,835,0,2,off,off,,
Assets/Resources/Prefabs/prop_sparkingwire.prefab,particle_sparkssmall,8576252055211947690,8.25,1,0,0.3..0.5,2..5,0.01,0,cone,2,0.03,20,"c0:(1,0.99036515,0.8602941,1);a0:1;c0.47353:(1,0.829716,0.46323532,1);a0.61471:1;c1:(0.7941176,0.3795415,0.3795415,0);a1:0",off,off,off,off,ef_particleglow|ef_particlespark,Burst.png|Spark.png,67|817,0,2,0.08..0.15,1,"shape:cone,trail",shape distribution/rotation
